0.040683	0.216878	0.047490	0.022083	0.021143	0.030943	0.052551	0.022386	0.024931	0.018380	0.019703	0.015118	0.020546	0.051606	0.029435	0.021026	0.009998	0.022173	0.030549	0.019556	0.031556	0.008920	0.028183	0.039436	0.019490	0.034147	0.031289	0.010323	0.033397	0.026083
0.040914	0.220123	0.047486	0.022045	0.020908	0.030431	0.052128	0.022206	0.024459	0.018114	0.019515	0.015033	0.020434	0.051398	0.029153	0.020738	0.009898	0.021999	0.030324	0.019563	0.031722	0.008865	0.028076	0.039489	0.019471	0.034495	0.031486	0.010208	0.033396	0.025923
0.041064	0.220028	0.047387	0.022043	0.020944	0.030583	0.052246	0.022191	0.024468	0.018117	0.019513	0.014996	0.020434	0.051351	0.029188	0.020820	0.009852	0.021943	0.030373	0.019582	0.031575	0.008858	0.028000	0.039384	0.019491	0.034507	0.031425	0.010245	0.033429	0.025964
0.040819	0.218769	0.047281	0.021890	0.021254	0.030600	0.052248	0.022255	0.024707	0.018232	0.019388	0.014958	0.020458	0.051507	0.029088	0.020927	0.009902	0.022094	0.030299	0.019488	0.031899	0.008935	0.027949	0.039671	0.019605	0.034434	0.031319	0.010186	0.033615	0.026223
0.041099	0.218227	0.047564	0.021939	0.020956	0.030684	0.052210	0.022317	0.024481	0.018187	0.019594	0.015024	0.020474	0.051259	0.029046	0.020916	0.009919	0.022055	0.030532	0.019586	0.031536	0.008871	0.028195	0.039622	0.019563	0.034519	0.031612	0.010319	0.033566	0.026127
0.040784	0.221093	0.047459	0.021977	0.020934	0.030585	0.052465	0.022134	0.024578	0.018153	0.019458	0.014998	0.020326	0.051256	0.029044	0.020825	0.009830	0.021996	0.030181	0.019483	0.031480	0.008854	0.027925	0.039413	0.019432	0.034343	0.031331	0.010210	0.033457	0.025994
0.040664	0.218623	0.047091	0.022332	0.020951	0.030438	0.052275	0.022281	0.024477	0.018278	0.019485	0.015086	0.020554	0.051388	0.029234	0.020898	0.009931	0.021839	0.030529	0.019470	0.031555	0.008962	0.028452	0.039894	0.019584	0.034566	0.031545	0.010270	0.033366	0.025980
0.041052	0.218148	0.047610	0.022064	0.021168	0.030793	0.052264	0.022239	0.024614	0.018232	0.019641	0.015140	0.020492	0.051314	0.029066	0.020929	0.009892	0.022103	0.030268	0.019645	0.031590	0.008922	0.028031	0.039462	0.019537	0.034563	0.031410	0.010312	0.033446	0.026053
0.040729	0.220620	0.047485	0.022111	0.020947	0.030531	0.052320	0.022184	0.024565	0.018164	0.019433	0.015007	0.020317	0.051270	0.028956	0.020753	0.009834	0.021966	0.030277	0.019531	0.031563	0.008859	0.028117	0.039551	0.019491	0.034559	0.031349	0.010193	0.033340	0.025979
0.040993	0.221801	0.047430	0.021906	0.020871	0.030492	0.052292	0.022142	0.024323	0.018065	0.019456	0.014944	0.020287	0.051209	0.028881	0.020837	0.009809	0.021878	0.030362	0.019542	0.031517	0.008800	0.027864	0.039337	0.019365	0.034353	0.031621	0.010224	0.033471	0.025924
0.041145	0.220311	0.047399	0.021976	0.020778	0.030367	0.051923	0.022137	0.024423	0.018137	0.019515	0.014983	0.020381	0.051215	0.029135	0.020690	0.009903	0.022006	0.030489	0.019581	0.031687	0.008876	0.028028	0.039339	0.019500	0.034440	0.031836	0.010248	0.033500	0.026052
0.041136	0.215110	0.047841	0.022085	0.020928	0.030904	0.052068	0.022384	0.024728	0.018459	0.019885	0.015279	0.020773	0.051675	0.029231	0.021095	0.010079	0.022211	0.030498	0.019822	0.031453	0.008949	0.028318	0.039341	0.019601	0.034389	0.031603	0.010435	0.033478	0.026242
0.041019	0.218072	0.047710	0.022123	0.021135	0.030712	0.052172	0.022209	0.024610	0.018229	0.019566	0.015099	0.020515	0.051517	0.029242	0.020846	0.009907	0.022035	0.030322	0.019543	0.031596	0.008897	0.028198	0.039671	0.019643	0.034481	0.031291	0.010207	0.033472	0.025960
0.040898	0.216944	0.047606	0.022219	0.021047	0.030704	0.052174	0.022197	0.024703	0.018398	0.019593	0.015115	0.020550	0.051376	0.029194	0.020998	0.009947	0.022012	0.030362	0.019527	0.031489	0.008944	0.028399	0.039800	0.019688	0.034732	0.031394	0.010271	0.033533	0.026184
0.041013	0.217336	0.047733	0.022051	0.021091	0.030936	0.052601	0.022311	0.024743	0.018268	0.019636	0.015094	0.020497	0.051575	0.029269	0.020955	0.009915	0.022087	0.030336	0.019484	0.031550	0.008896	0.028251	0.039507	0.019589	0.034384	0.031193	0.010294	0.033381	0.026025
0.040812	0.213068	0.048148	0.022347	0.021100	0.030976	0.052667	0.022426	0.024991	0.018450	0.019859	0.015367	0.020784	0.051468	0.029328	0.021088	0.010049	0.022326	0.030474	0.019793	0.031321	0.008979	0.028631	0.039713	0.019684	0.034649	0.031107	0.010352	0.033687	0.026357
0.040701	0.219248	0.047671	0.022102	0.020959	0.030996	0.052482	0.022211	0.024472	0.018359	0.019457	0.015128	0.020330	0.051142	0.028579	0.021103	0.009833	0.021934	0.030356	0.019586	0.031303	0.008858	0.028062	0.039647	0.019455	0.034623	0.031472	0.010369	0.033414	0.026149
0.040685	0.215145	0.047657	0.022238	0.021088	0.031247	0.052868	0.022395	0.024689	0.018478	0.019792	0.015218	0.020618	0.051251	0.029037	0.021215	0.009956	0.022029	0.030527	0.019466	0.031383	0.008945	0.028291	0.039688	0.019645	0.034587	0.031606	0.010435	0.033507	0.026315
0.040787	0.221202	0.047321	0.022149	0.020966	0.030650	0.052718	0.022159	0.024418	0.018158	0.019517	0.015016	0.020175	0.050748	0.028877	0.020961	0.009839	0.021619	0.030431	0.019420	0.031452	0.008808	0.028102	0.039811	0.019425	0.034468	0.031376	0.010265	0.033268	0.025891
0.041109	0.217844	0.047589	0.022090	0.020966	0.030679	0.052200	0.022244	0.024584	0.018251	0.019613	0.015109	0.020458	0.051273	0.029124	0.020874	0.009956	0.022110	0.030441	0.019621	0.031682	0.008901	0.028089	0.039491	0.019560	0.034596	0.031513	0.010290	0.033570	0.026171
0.041002	0.218769	0.047533	0.021898	0.021006	0.030803	0.052593	0.022173	0.024543	0.018286	0.019496	0.015047	0.020404	0.051398	0.028921	0.021092	0.009907	0.022066	0.030360	0.019604	0.031416	0.008852	0.027904	0.039305	0.019498	0.034531	0.031438	0.010358	0.033573	0.026223
0.040995	0.211713	0.048213	0.022186	0.021283	0.031535	0.052362	0.022520	0.024704	0.018615	0.019797	0.015393	0.020703	0.051225	0.028966	0.021390	0.010013	0.022298	0.030597	0.019790	0.031170	0.009021	0.028644	0.040042	0.019817	0.034749	0.031494	0.010567	0.033767	0.026432
0.041065	0.218813	0.047386	0.022010	0.021014	0.030518	0.051987	0.022240	0.024619	0.018148	0.019529	0.015000	0.020450	0.051358	0.029107	0.020880	0.009934	0.022128	0.030402	0.019630	0.031790	0.008916	0.028050	0.039407	0.019593	0.034472	0.031550	0.010251	0.033598	0.026153
